analysis_scope,outer_eval_type,outer_test_group,feature_block,regressor,candidate_params,inner_fold,inner_training_group_sha256,inner_validation_group_sha256,inner_fold_mae,mean_candidate_mae,selected,tie_status
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 15}",2,7c4c50ae2fd86e74bac517804bded99fa75236df1ba5dc2697c74192d506cde6,cfa0f72f578d3ea4cd1fb25ea096cb36324b26bc47e1d0737f17adf3dc7985cb,0.07716450967191095,0.0549009720643329,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 15}",3,1122595098d8874d3c6a8c6e5c2f4af425a6dc420c379e45ce1b700abb7f6cba,ebb74f1bc39c19dd42fb0d5ec5541ab8ca1b0e08d05d13e9f935fb09cb09f83f,0.05022650927092951,0.0549009720643329,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 15}",4,0628046260598e3664262f4092e415b39720c46dfeb5b7f0f11e28e1e6ee598b,b449ac32b423c3e2ccc9eca825f3dff44db3d4fbff791bbb33a87abe665164ea,0.054666866174861876,0.0549009720643329,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0,d4baf5131109676f6f410c5177a96ded973ec6e234ecffba31cfeb899463f213,e1fa91b50774817cc38b4b6a4e99b145bcb84e137c84db943e077facd757913f,0.04687499387894132,0.04949184602392856,True,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",1,3805b925c75f43d2cfbaf6a27e0bb1f662e72c3e950b4221ddf01f1341116028,8bcfef56454b922078947abd265f42463d06f5b7f0ba9a0af8195e631cdb8f0a,0.03640938516258929,0.04949184602392856,True,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",2,7c4c50ae2fd86e74bac517804bded99fa75236df1ba5dc2697c74192d506cde6,cfa0f72f578d3ea4cd1fb25ea096cb36324b26bc47e1d0737f17adf3dc7985cb,0.07451370425482441,0.04949184602392856,True,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",3,1122595098d8874d3c6a8c6e5c2f4af425a6dc420c379e45ce1b700abb7f6cba,ebb74f1bc39c19dd42fb0d5ec5541ab8ca1b0e08d05d13e9f935fb09cb09f83f,0.04367977493073,0.04949184602392856,True,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",4,0628046260598e3664262f4092e415b39720c46dfeb5b7f0f11e28e1e6ee598b,b449ac32b423c3e2ccc9eca825f3dff44db3d4fbff791bbb33a87abe665164ea,0.04598137189255777,0.04949184602392856,True,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",0,d4baf5131109676f6f410c5177a96ded973ec6e234ecffba31cfeb899463f213,e1fa91b50774817cc38b4b6a4e99b145bcb84e137c84db943e077facd757913f,0.047966522445336494,0.05157310831834194,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",1,3805b925c75f43d2cfbaf6a27e0bb1f662e72c3e950b4221ddf01f1341116028,8bcfef56454b922078947abd265f42463d06f5b7f0ba9a0af8195e631cdb8f0a,0.03921008389447955,0.05157310831834194,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",2,7c4c50ae2fd86e74bac517804bded99fa75236df1ba5dc2697c74192d506cde6,cfa0f72f578d3ea4cd1fb25ea096cb36324b26bc47e1d0737f17adf3dc7985cb,0.07567273496348265,0.05157310831834194,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",3,1122595098d8874d3c6a8c6e5c2f4af425a6dc420c379e45ce1b700abb7f6cba,ebb74f1bc39c19dd42fb0d5ec5541ab8ca1b0e08d05d13e9f935fb09cb09f83f,0.04558578277467896,0.05157310831834194,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",4,0628046260598e3664262f4092e415b39720c46dfeb5b7f0f11e28e1e6ee598b,b449ac32b423c3e2ccc9eca825f3dff44db3d4fbff791bbb33a87abe665164ea,0.04943041751373205,0.05157310831834194,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",0,d4baf5131109676f6f410c5177a96ded973ec6e234ecffba31cfeb899463f213,e1fa91b50774817cc38b4b6a4e99b145bcb84e137c84db943e077facd757913f,0.04808818021514752,0.05117623569338707,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",1,3805b925c75f43d2cfbaf6a27e0bb1f662e72c3e950b4221ddf01f1341116028,8bcfef56454b922078947abd265f42463d06f5b7f0ba9a0af8195e631cdb8f0a,0.03861877762300872,0.05117623569338707,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",2,7c4c50ae2fd86e74bac517804bded99fa75236df1ba5dc2697c74192d506cde6,cfa0f72f578d3ea4cd1fb25ea096cb36324b26bc47e1d0737f17adf3dc7985cb,0.07533904261158018,0.05117623569338707,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",3,1122595098d8874d3c6a8c6e5c2f4af425a6dc420c379e45ce1b700abb7f6cba,ebb74f1bc39c19dd42fb0d5ec5541ab8ca1b0e08d05d13e9f935fb09cb09f83f,0.04543621510892445,0.05117623569338707,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",4,0628046260598e3664262f4092e415b39720c46dfeb5b7f0f11e28e1e6ee598b,b449ac32b423c3e2ccc9eca825f3dff44db3d4fbff791bbb33a87abe665164ea,0.0483989629082745,0.05117623569338707,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",0,d4baf5131109676f6f410c5177a96ded973ec6e234ecffba31cfeb899463f213,e1fa91b50774817cc38b4b6a4e99b145bcb84e137c84db943e077facd757913f,0.04975392011105652,0.05335643184643433,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",1,3805b925c75f43d2cfbaf6a27e0bb1f662e72c3e950b4221ddf01f1341116028,8bcfef56454b922078947abd265f42463d06f5b7f0ba9a0af8195e631cdb8f0a,0.04046859090063351,0.05335643184643433,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",2,7c4c50ae2fd86e74bac517804bded99fa75236df1ba5dc2697c74192d506cde6,cfa0f72f578d3ea4cd1fb25ea096cb36324b26bc47e1d0737f17adf3dc7985cb,0.0762912332994239,0.05335643184643433,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",3,1122595098d8874d3c6a8c6e5c2f4af425a6dc420c379e45ce1b700abb7f6cba,ebb74f1bc39c19dd42fb0d5ec5541ab8ca1b0e08d05d13e9f935fb09cb09f83f,0.04794545585368991,0.05335643184643433,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",4,0628046260598e3664262f4092e415b39720c46dfeb5b7f0f11e28e1e6ee598b,b449ac32b423c3e2ccc9eca825f3dff44db3d4fbff791bbb33a87abe665164ea,0.05232295906736779,0.05335643184643433,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0,d4baf5131109676f6f410c5177a96ded973ec6e234ecffba31cfeb899463f213,e1fa91b50774817cc38b4b6a4e99b145bcb84e137c84db943e077facd757913f,0.048123852361678175,0.051192166963693476,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",1,3805b925c75f43d2cfbaf6a27e0bb1f662e72c3e950b4221ddf01f1341116028,8bcfef56454b922078947abd265f42463d06f5b7f0ba9a0af8195e631cdb8f0a,0.03856682449792286,0.051192166963693476,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",2,7c4c50ae2fd86e74bac517804bded99fa75236df1ba5dc2697c74192d506cde6,cfa0f72f578d3ea4cd1fb25ea096cb36324b26bc47e1d0737f17adf3dc7985cb,0.0753314200201114,0.051192166963693476,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",3,1122595098d8874d3c6a8c6e5c2f4af425a6dc420c379e45ce1b700abb7f6cba,ebb74f1bc39c19dd42fb0d5ec5541ab8ca1b0e08d05d13e9f935fb09cb09f83f,0.04540535229674528,0.051192166963693476,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",4,0628046260598e3664262f4092e415b39720c46dfeb5b7f0f11e28e1e6ee598b,b449ac32b423c3e2ccc9eca825f3dff44db3d4fbff791bbb33a87abe665164ea,0.048533385642009666,0.051192166963693476,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",0,d4baf5131109676f6f410c5177a96ded973ec6e234ecffba31cfeb899463f213,e1fa91b50774817cc38b4b6a4e99b145bcb84e137c84db943e077facd757913f,0.049871576353013085,0.05345503016319675,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",1,3805b925c75f43d2cfbaf6a27e0bb1f662e72c3e950b4221ddf01f1341116028,8bcfef56454b922078947abd265f42463d06f5b7f0ba9a0af8195e631cdb8f0a,0.04051815345732292,0.05345503016319675,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",2,7c4c50ae2fd86e74bac517804bded99fa75236df1ba5dc2697c74192d506cde6,cfa0f72f578d3ea4cd1fb25ea096cb36324b26bc47e1d0737f17adf3dc7985cb,0.07640571509703796,0.05345503016319675,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",3,1122595098d8874d3c6a8c6e5c2f4af425a6dc420c379e45ce1b700abb7f6cba,ebb74f1bc39c19dd42fb0d5ec5541ab8ca1b0e08d05d13e9f935fb09cb09f83f,0.04776667254469677,0.05345503016319675,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",4,0628046260598e3664262f4092e415b39720c46dfeb5b7f0f11e28e1e6ee598b,b449ac32b423c3e2ccc9eca825f3dff44db3d4fbff791bbb33a87abe665164ea,0.052713033363913024,0.05345503016319675,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 7}",0,d4baf5131109676f6f410c5177a96ded973ec6e234ecffba31cfeb899463f213,e1fa91b50774817cc38b4b6a4e99b145bcb84e137c84db943e077facd757913f,0.04952418917070438,0.052906236099600004,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 7}",1,3805b925c75f43d2cfbaf6a27e0bb1f662e72c3e950b4221ddf01f1341116028,8bcfef56454b922078947abd265f42463d06f5b7f0ba9a0af8195e631cdb8f0a,0.04034883450279047,0.052906236099600004,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 7}",2,7c4c50ae2fd86e74bac517804bded99fa75236df1ba5dc2697c74192d506cde6,cfa0f72f578d3ea4cd1fb25ea096cb36324b26bc47e1d0737f17adf3dc7985cb,0.07593761261811104,0.052906236099600004,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 7}",3,1122595098d8874d3c6a8c6e5c2f4af425a6dc420c379e45ce1b700abb7f6cba,ebb74f1bc39c19dd42fb0d5ec5541ab8ca1b0e08d05d13e9f935fb09cb09f83f,0.04717928852578869,0.052906236099600004,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 7}",4,0628046260598e3664262f4092e415b39720c46dfeb5b7f0f11e28e1e6ee598b,b449ac32b423c3e2ccc9eca825f3dff44db3d4fbff791bbb33a87abe665164ea,0.05154125568060548,0.052906236099600004,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 15}",0,d4baf5131109676f6f410c5177a96ded973ec6e234ecffba31cfeb899463f213,e1fa91b50774817cc38b4b6a4e99b145bcb84e137c84db943e077facd757913f,0.05099831237308959,0.05490802827946066,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 15}",1,3805b925c75f43d2cfbaf6a27e0bb1f662e72c3e950b4221ddf01f1341116028,8bcfef56454b922078947abd265f42463d06f5b7f0ba9a0af8195e631cdb8f0a,0.04144254465854126,0.05490802827946066,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 15}",2,7c4c50ae2fd86e74bac517804bded99fa75236df1ba5dc2697c74192d506cde6,cfa0f72f578d3ea4cd1fb25ea096cb36324b26bc47e1d0737f17adf3dc7985cb,0.07723091669123049,0.05490802827946066,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 15}",3,1122595098d8874d3c6a8c6e5c2f4af425a6dc420c379e45ce1b700abb7f6cba,ebb74f1bc39c19dd42fb0d5ec5541ab8ca1b0e08d05d13e9f935fb09cb09f83f,0.05029240948937363,0.05490802827946066,False,False
primary,LODO,sonar,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 15}",4,0628046260598e3664262f4092e415b39720c46dfeb5b7f0f11e28e1e6ee598b,b449ac32b423c3e2ccc9eca825f3dff44db3d4fbff791bbb33a87abe665164ea,0.05457595818506834,0.05490802827946066,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0,d4baf5131109676f6f410c5177a96ded973ec6e234ecffba31cfeb899463f213,e1fa91b50774817cc38b4b6a4e99b145bcb84e137c84db943e077facd757913f,0.07373888444980323,0.06124475922606981,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",1,3805b925c75f43d2cfbaf6a27e0bb1f662e72c3e950b4221ddf01f1341116028,8bcfef56454b922078947abd265f42463d06f5b7f0ba9a0af8195e631cdb8f0a,0.06353870029583057,0.06124475922606981,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",2,7c4c50ae2fd86e74bac517804bded99fa75236df1ba5dc2697c74192d506cde6,cfa0f72f578d3ea4cd1fb25ea096cb36324b26bc47e1d0737f17adf3dc7985cb,0.07871985879052051,0.06124475922606981,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",3,1122595098d8874d3c6a8c6e5c2f4af425a6dc420c379e45ce1b700abb7f6cba,ebb74f1bc39c19dd42fb0d5ec5541ab8ca1b0e08d05d13e9f935fb09cb09f83f,0.03934481492182033,0.06124475922606981,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",4,0628046260598e3664262f4092e415b39720c46dfeb5b7f0f11e28e1e6ee598b,b449ac32b423c3e2ccc9eca825f3dff44db3d4fbff791bbb33a87abe665164ea,0.05088153767237442,0.06124475922606981,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",0,d4baf5131109676f6f410c5177a96ded973ec6e234ecffba31cfeb899463f213,e1fa91b50774817cc38b4b6a4e99b145bcb84e137c84db943e077facd757913f,0.07558683042944941,0.06355521284706935,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",1,3805b925c75f43d2cfbaf6a27e0bb1f662e72c3e950b4221ddf01f1341116028,8bcfef56454b922078947abd265f42463d06f5b7f0ba9a0af8195e631cdb8f0a,0.06620656157576292,0.06355521284706935,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",2,7c4c50ae2fd86e74bac517804bded99fa75236df1ba5dc2697c74192d506cde6,cfa0f72f578d3ea4cd1fb25ea096cb36324b26bc47e1d0737f17adf3dc7985cb,0.08117886073334646,0.06355521284706935,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",3,1122595098d8874d3c6a8c6e5c2f4af425a6dc420c379e45ce1b700abb7f6cba,ebb74f1bc39c19dd42fb0d5ec5541ab8ca1b0e08d05d13e9f935fb09cb09f83f,0.03662430430259382,0.06355521284706935,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",4,0628046260598e3664262f4092e415b39720c46dfeb5b7f0f11e28e1e6ee598b,b449ac32b423c3e2ccc9eca825f3dff44db3d4fbff791bbb33a87abe665164ea,0.05817950719419406,0.06355521284706935,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",0,d4baf5131109676f6f410c5177a96ded973ec6e234ecffba31cfeb899463f213,e1fa91b50774817cc38b4b6a4e99b145bcb84e137c84db943e077facd757913f,0.0782842409216305,0.06480972122024228,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",1,3805b925c75f43d2cfbaf6a27e0bb1f662e72c3e950b4221ddf01f1341116028,8bcfef56454b922078947abd265f42463d06f5b7f0ba9a0af8195e631cdb8f0a,0.0722296822134446,0.06480972122024228,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",2,7c4c50ae2fd86e74bac517804bded99fa75236df1ba5dc2697c74192d506cde6,cfa0f72f578d3ea4cd1fb25ea096cb36324b26bc47e1d0737f17adf3dc7985cb,0.07952004796842563,0.06480972122024228,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",3,1122595098d8874d3c6a8c6e5c2f4af425a6dc420c379e45ce1b700abb7f6cba,ebb74f1bc39c19dd42fb0d5ec5541ab8ca1b0e08d05d13e9f935fb09cb09f83f,0.03994183048754344,0.06480972122024228,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",4,0628046260598e3664262f4092e415b39720c46dfeb5b7f0f11e28e1e6ee598b,b449ac32b423c3e2ccc9eca825f3dff44db3d4fbff791bbb33a87abe665164ea,0.054072804510167216,0.06480972122024228,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",0,d4baf5131109676f6f410c5177a96ded973ec6e234ecffba31cfeb899463f213,e1fa91b50774817cc38b4b6a4e99b145bcb84e137c84db943e077facd757913f,0.07772962930976754,0.067054723769828,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",1,3805b925c75f43d2cfbaf6a27e0bb1f662e72c3e950b4221ddf01f1341116028,8bcfef56454b922078947abd265f42463d06f5b7f0ba9a0af8195e631cdb8f0a,0.07512642790215569,0.067054723769828,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",2,7c4c50ae2fd86e74bac517804bded99fa75236df1ba5dc2697c74192d506cde6,cfa0f72f578d3ea4cd1fb25ea096cb36324b26bc47e1d0737f17adf3dc7985cb,0.08369270819268289,0.067054723769828,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",3,1122595098d8874d3c6a8c6e5c2f4af425a6dc420c379e45ce1b700abb7f6cba,ebb74f1bc39c19dd42fb0d5ec5541ab8ca1b0e08d05d13e9f935fb09cb09f83f,0.039164657940358,0.067054723769828,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",4,0628046260598e3664262f4092e415b39720c46dfeb5b7f0f11e28e1e6ee598b,b449ac32b423c3e2ccc9eca825f3dff44db3d4fbff791bbb33a87abe665164ea,0.05956019550417592,0.067054723769828,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0,d4baf5131109676f6f410c5177a96ded973ec6e234ecffba31cfeb899463f213,e1fa91b50774817cc38b4b6a4e99b145bcb84e137c84db943e077facd757913f,0.08143019665597231,0.06369501313404043,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",1,3805b925c75f43d2cfbaf6a27e0bb1f662e72c3e950b4221ddf01f1341116028,8bcfef56454b922078947abd265f42463d06f5b7f0ba9a0af8195e631cdb8f0a,0.06533756360164421,0.06369501313404043,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",2,7c4c50ae2fd86e74bac517804bded99fa75236df1ba5dc2697c74192d506cde6,cfa0f72f578d3ea4cd1fb25ea096cb36324b26bc47e1d0737f17adf3dc7985cb,0.08226771209664331,0.06369501313404043,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",3,1122595098d8874d3c6a8c6e5c2f4af425a6dc420c379e45ce1b700abb7f6cba,ebb74f1bc39c19dd42fb0d5ec5541ab8ca1b0e08d05d13e9f935fb09cb09f83f,0.03730195911559138,0.06369501313404043,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",4,0628046260598e3664262f4092e415b39720c46dfeb5b7f0f11e28e1e6ee598b,b449ac32b423c3e2ccc9eca825f3dff44db3d4fbff791bbb33a87abe665164ea,0.05213763420035094,0.06369501313404043,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",0,d4baf5131109676f6f410c5177a96ded973ec6e234ecffba31cfeb899463f213,e1fa91b50774817cc38b4b6a4e99b145bcb84e137c84db943e077facd757913f,0.06835921208017967,0.06458533414809851,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",1,3805b925c75f43d2cfbaf6a27e0bb1f662e72c3e950b4221ddf01f1341116028,8bcfef56454b922078947abd265f42463d06f5b7f0ba9a0af8195e631cdb8f0a,0.07473033480068067,0.06458533414809851,False,False
primary,LODO,sonar,P1,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",2,7c4c50ae2fd86e74bac517804bded99fa75236df1ba5dc2697c74192d506cde6,cfa0f72f578d3ea4cd1fb25ea096cb36324b26bc47e1d0737f17adf3dc7985cb,0.08110995500210556,0.06458533414809851,False,False
